Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,state_name,location
2019-12-31,County,AR Arkansas,AR Union County 05139,9,202/PRAC,8,,Union County,05139,40,92,40,100,6,23,1.1,43,297,320,12374,11511,-1,38,43,15,5,-1,-1,100,33,95,50,-1,-1,58,-1,-1,10,9,-1,-1,-1,100,13,70,70,-1,-1,30,-1,-1,-1,0,0,-1,53,100,59,100,-1,-1,-1,24,49,63,,,,,,AR,,,Arkansas,"Union County, Arkansas"
2019-12-31,County,AR Arkansas,AR Van Buren County 05141,9,Housing Choice Vouchers,3,,Van Buren County,05141,94,100,96,100,5,25,1.6,151,265,337,10690,6796,4,53,31,12,1,17,-1,82,28,99,69,5,22,65,24,70,87,51,3,51,22,24,2,11,6,-1,1,89,-1,4,-1,4,0,7,55,59,118,53,34,13,16,19,7,62,,,,,,AR,,,Arkansas,"Van Buren County, Arkansas"
2019-12-31,County,AR Arkansas,AR Van Buren County 05141,9,Project Based Section 8,5,,Van Buren County,05141,20,98,21,100,6,14,1.0,22,266,376,11182,10673,-1,43,52,5,-1,-1,-1,100,31,100,48,-1,-1,67,-1,100,26,32,-1,-1,10,90,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,76,-1,-1,100,-1,-1,-1,19,8,63,,,,,,AR,,,Arkansas,"Van Buren County, Arkansas"
2019-12-31,County,AR Arkansas,AR Van Buren County 05141,9,811/PRAC,9,,Van Buren County,05141,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Van Buren County, Arkansas"
2019-12-31,County,AR Arkansas,AR Washington County 05143,9,Public Housing,2,,Washington County,05143,393,95,371,100,5,12,2.0,751,295,394,13557,6697,12,31,28,11,18,25,1,72,25,94,74,6,26,71,28,46,54,27,3,37,25,36,1,40,8,1,7,60,-1,23,0,23,1,16,73,43,86,54,25,20,7,32,42,39,,,,,,AR,,,Arkansas,"Washington County, Arkansas"
2019-12-31,County,AR Arkansas,AR Washington County 05143,9,Housing Choice Vouchers,3,,Washington County,05143,753,89,670,100,6,10,1.7,1108,296,453,11831,7154,6,36,33,15,10,13,0,80,23,98,79,2,20,65,20,57,46,37,1,39,26,35,3,25,17,1,1,75,-1,6,0,6,1,23,79,92,135,57,28,15,15,27,26,46,,,,,,AR,,,Arkansas,"Washington County, Arkansas"
2019-12-31,County,AR Arkansas,AR Washington County 05143,9,Project Based Section 8,5,,Washington County,05143,623,94,592,100,6,18,2.0,1172,248,520,10862,5487,16,28,29,16,11,22,3,66,20,99,78,4,41,70,35,24,31,15,12,47,11,30,2,22,16,1,1,73,0,2,3,5,1,-1,51,66,74,31,53,17,18,24,24,50,,,,,,AR,,,Arkansas,"Washington County, Arkansas"
2019-12-31,County,AR Arkansas,AR Washington County 05143,9,202/PRAC,8,,Washington County,05143,21,97,20,97,2,5,1.0,20,274,224,12274,12274,-1,45,30,25,-1,-1,-1,100,25,100,75,-1,-1,85,-1,-1,-1,0,-1,-1,-1,100,15,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,81,100,66,100,-1,-1,-1,12,9,86,,,,,,AR,,,Arkansas,"Washington County, Arkansas"
2019-12-31,County,AR Arkansas,AR Washington County 05143,9,811/PRAC,9,,Washington County,05143,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Washington County, Arkansas"
2019-12-31,County,AR Arkansas,AR White County 05145,9,Public Housing,2,,White County,05145,304,98,298,100,5,21,1.7,494,291,364,13503,8146,5,40,28,11,16,21,-1,76,31,89,60,2,20,68,19,55,61,39,5,32,29,35,2,20,20,-1,-1,80,-1,-1,-1,0,0,9,60,93,98,62,24,14,7,21,12,73,,,,,,AR,,,Arkansas,"White County, Arkansas"
2019-12-31,County,AR Arkansas,AR White County 05145,9,Housing Choice Vouchers,3,,White County,05145,424,97,416,100,5,32,1.8,762,273,337,11065,6041,15,39,26,12,8,19,-1,81,25,98,71,2,30,73,27,49,62,31,6,40,25,29,2,23,22,-1,-1,77,-1,1,-1,1,0,6,45,86,117,51,29,19,14,19,12,66,,,,,,AR,,,Arkansas,"White County, Arkansas"
2019-12-31,County,AR Arkansas,AR White County 05145,9,Project Based Section 8,5,,White County,05145,208,93,206,100,6,32,1.7,345,223,506,9840,5875,19,34,31,13,3,17,4,75,23,99,71,7,24,71,27,36,24,19,11,37,11,41,4,16,14,2,-1,83,-1,0,-1,0,1,-1,62,76,86,61,33,6,4,23,14,60,,,,,,AR,,,Arkansas,"White County, Arkansas"
2019-12-31,County,AR Arkansas,AR White County 05145,9,202/PRAC,8,,White County,05145,100,92,100,100,7,24,1.1,106,292,318,13079,12339,-1,29,40,28,2,-1,-1,99,33,98,41,-1,-1,73,-1,-1,-1,1,-1,-1,1,99,9,6,4,-1,-1,93,1,-1,1,2,0,-1,50,100,64,100,-1,-1,-1,20,11,67,,,,,,AR,,,Arkansas,"White County, Arkansas"
2019-12-31,County,AR Arkansas,AR White County 05145,9,811/PRAC,9,,White County,05145,36,77,32,100,4,59,1.4,46,177,215,7601,5287,19,42,27,8,4,41,-1,41,19,100,81,-1,34,63,34,100,100,70,16,44,31,9,-1,22,22,-1,-1,78,-1,-1,-1,0,0,-1,23,100,64,91,9,-1,-1,17,15,56,,,,,,AR,,,Arkansas,"White County, Arkansas"
2019-12-31,County,AR Arkansas,AR Woodruff County 05147,9,Public Housing,2,,Woodruff County,05147,186,95,176,99,7,18,1.8,324,226,444,15070,8186,16,34,14,12,24,36,-1,64,37,77,53,3,25,76,26,28,76,28,5,35,26,35,3,73,73,-1,-1,27,-1,-1,-1,0,0,20,117,74,49,36,32,32,32,26,33,75,,,,,,AR,,,Arkansas,"Woodruff County, Arkansas"
2019-12-31,County,AR Arkansas,AR Woodruff County 05147,9,Housing Choice Vouchers,3,,Woodruff County,05147,214,101,220,100,5,30,2.3,515,225,338,9154,3910,28,38,23,5,6,38,-1,62,22,97,78,6,48,80,48,29,77,20,7,56,21,16,1,45,45,-1,-1,55,-1,-1,-1,0,0,12,52,100,155,5,54,41,35,27,34,75,,,,,,AR,,,Arkansas,"Woodruff County, Arkansas"
2019-12-31,County,AR Arkansas,AR Woodruff County 05147,9,Project Based Section 8,5,,Woodruff County,05147,126,97,120,98,6,21,1.5,182,202,608,8725,5753,25,42,20,11,2,9,-1,88,23,98,73,3,20,58,20,37,18,21,12,28,28,32,-1,39,38,1,-1,61,-1,-1,-1,0,1,-1,47,100,109,71,14,15,5,23,27,72,,,,,,AR,,,Arkansas,"Woodruff County, Arkansas"
2019-12-31,County,AR Arkansas,AR Woodruff County 05147,9,202/PRAC,8,,Woodruff County,05147,12,82,12,100,9,33,1.2,14,249,396,10457,8963,-1,67,33,-1,-1,-1,-1,100,29,100,75,-1,8,75,8,-1,-1,0,-1,-1,-1,100,8,17,8,-1,-1,83,-1,8,-1,8,0,-1,59,100,66,100,-1,-1,-1,21,23,71,,,,,,AR,,,Arkansas,"Woodruff County, Arkansas"
2019-12-31,County,AR Arkansas,AR Woodruff County 05147,9,811/PRAC,9,,Woodruff County,05147,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Woodruff County, Arkansas"
2019-12-31,County,AR Arkansas,AR Yell County 05149,9,Public Housing,2,,Yell County,05149,206,81,166,100,6,24,1.6,263,299,352,16643,10505,1,23,31,20,24,21,-1,79,43,73,33,3,20,77,20,50,33,29,6,25,19,49,4,4,1,-1,-1,96,-1,3,-1,3,0,4,61,67,66,57,29,14,14,22,35,65,,,,,,AR,,,Arkansas,"Yell County, Arkansas"
2019-12-31,County,AR Arkansas,AR Yell County 05149,9,Housing Choice Vouchers,3,,Yell County,05149,92,55,55,100,5,16,2.5,139,280,436,11105,4394,13,42,29,11,5,31,2,65,26,96,71,5,53,69,53,45,91,25,2,51,27,20,2,18,11,-1,-1,82,-1,7,-1,7,0,8,57,98,154,20,49,31,15,16,34,73,,,,,,AR,,,Arkansas,"Yell County, Arkansas"
2019-12-31,County,AR Arkansas,AR Yell County 05149,9,Project Based Section 8,5,,Yell County,05149,81,92,81,100,7,33,2.0,158,280,596,11947,6125,11,41,21,16,10,25,4,70,30,91,58,10,37,75,41,35,23,16,15,37,16,32,2,7,-1,2,2,75,-1,1,1,2,1,-1,49,-1,-1,41,48,11,6,19,33,68,,,,,,AR,,,Arkansas,"Yell County, Arkansas"
2019-12-31,County,AR Arkansas,AR Yell County 05149,9,202/PRAC,8,,Yell County,05149,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Yell County, Arkansas"
2019-12-31,County,AR Arkansas,"AR Missing, Arkansas 05XXX",9,Public Housing,2,,"Missing, Arkansas",05XXX,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Missing, Arkansas, Arkansas"
2019-12-31,County,AR Arkansas,"AR Missing, Arkansas 05XXX",9,Housing Choice Vouchers,3,,"Missing, Arkansas",05XXX,141,93,134,100,4,-1,2.6,353,22,442,13826,5248,11,36,15,15,23,40,-1,57,-1,-1,-1,2,56,80,53,30,88,20,8,67,13,12,1,68,66,1,-1,32,-1,1,-1,1,0,-1,20,10,149,64,13,22,7,-1,-1,-1,,,,,,AR,,,Arkansas,"Missing, Arkansas, Arkansas"
2019-12-31,County,AR Arkansas,"AR Missing, Arkansas 05XXX",9,Project Based Section 8,5,,"Missing, Arkansas",05XXX,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,Arkansas,"Missing, Arkansas, Arkansas"
2019-12-31,County,CA California,CA Alameda County 06001,9,Public Housing,2,,Alameda County,06001,1726,94,1621,100,12,2,2.2,3610,454,1078,19078,8567,8,11,35,16,30,33,9,56,19,95,84,8,28,68,29,24,39,17,1,39,19,40,5,94,59,0,27,4,1,6,1,8,1,-1,117,93,76,38,37,26,14,32,86,27,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,Housing Choice Vouchers,3,,Alameda County,06001,24802,85,21527,100,7,4,2.2,48355,593,1632,21661,9643,4,8,35,14,39,35,6,56,21,94,79,6,27,73,28,34,70,27,1,38,25,37,3,87,58,0,20,13,1,6,1,8,1,32,160,93,111,30,37,33,20,17,77,41,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,Mod Rehab,4,,Alameda County,06001,289,118,280,82,7,10,1.1,311,299,561,12417,11179,8,9,61,9,13,15,5,72,14,98,95,0,6,38,4,55,84,58,2,26,39,33,0,84,68,1,8,16,1,6,0,8,0,13,95,23,49,97,3,-1,0,25,74,18,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,Project Based Section 8,5,,Alameda County,06001,5960,96,5842,100,7,6,1.4,8383,364,1592,15301,10663,4,7,53,20,16,11,4,83,17,99,92,2,8,62,8,33,10,11,0,12,7,81,21,81,26,1,47,14,0,3,3,7,1,-1,133,54,38,85,10,6,5,20,73,25,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,S236/BMIR,7,,Alameda County,06001,142,-5,40,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,202/PRAC,8,,Alameda County,06001,1043,99,1018,99,7,6,1.3,1283,338,481,14401,11426,4,6,53,25,12,2,3,94,16,100,96,-1,-1,62,-1,100,4,4,-1,0,0,100,24,85,18,1,54,12,1,8,3,11,1,-1,106,96,28,100,-1,-1,-1,15,73,45,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alameda County 06001,9,811/PRAC,9,,Alameda County,06001,164,97,156,98,7,5,1.2,183,368,577,15329,13067,2,4,61,14,20,12,3,83,18,98,90,-1,6,47,4,97,92,83,1,40,35,24,1,68,50,1,8,29,2,4,2,8,0,-1,133,83,35,83,17,-1,4,15,69,44,,,,,,CA,,,California,"Alameda County, California"
2019-12-31,County,CA California,CA Alpine County 06003,9,Housing Choice Vouchers,3,,Alpine County,06003,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,CA,,,California,"Alpine County, California"
2019-12-31,County,CA California,CA Amador County 06005,9,Housing Choice Vouchers,3,,Amador County,06005,60,91,55,100,6,15,2.1,113,418,645,15510,7549,6,8,42,15,29,20,4,71,26,96,67,9,27,67,29,41,72,29,-1,40,27,33,-1,13,4,-1,-1,87,-1,9,-1,9,0,10,90,98,128,35,33,33,25,9,15,76,,,,,,CA,,,California,"Amador County, California"
2019-12-31,County,CA California,CA Amador County 06005,9,Project Based Section 8,5,,Amador County,06005,113,88,105,100,3,12,1.6,163,364,691,15569,10029,4,10,39,26,21,22,6,71,28,95,61,4,22,79,23,29,48,26,3,29,21,48,3,21,1,9,1,78,-1,8,3,10,4,-1,90,100,57,62,37,1,4,11,14,91,,,,,,CA,,,California,"Amador County, California"
2019-12-31,County,CA California,CA Butte County 06007,9,Public Housing,2,,Butte County,06007,345,97,334,100,5,10,2.7,917,451,498,19006,6922,3,9,35,17,35,31,11,55,33,84,54,13,40,72,40,31,56,19,2,48,23,28,3,53,7,4,7,47,1,33,1,34,5,29,94,100,101,25,26,49,15,31,38,58,,,,,,CA,,,California,"Butte County, California"
2019-12-31,County,CA California,CA Butte County 06007,9,Housing Choice Vouchers,3,,Butte County,06007,2110,87,1738,95,5,11,2.2,3757,380,572,15271,7065,4,7,51,18,21,18,7,73,28,95,65,10,23,71,26,57,79,34,2,41,27,31,1,35,9,3,11,65,1,9,1,11,5,21,98,98,94,40,38,22,20,29,30,53,,,,,,CA,,,California,"Butte County, California"
2019-12-31,County,CA California,CA Butte County 06007,9,Project Based Section 8,5,,Butte County,06007,499,92,459,100,6,12,1.9,893,326,617,13764,7075,9,11,46,15,19,26,10,63,27,94,67,8,33,74,36,30,51,20,7,47,17,29,2,38,9,4,8,56,1,9,6,17,6,-1,80,100,70,40,45,15,12,41,33,34,,,,,,CA,,,California,"Butte County, California"
2019-12-31,County,CA California,CA Butte County 06007,9,202/PRAC,8,,Butte County,06007,98,99,96,99,5,7,1.0,100,309,411,14308,13736,-1,5,66,20,9,-1,-1,100,31,96,58,-1,-1,77,-1,-1,16,15,-1,-1,-1,100,20,20,2,3,-1,80,-1,9,5,15,4,-1,60,100,40,100,-1,-1,-1,29,32,37,,,,,,CA,,,California,"Butte County, California"
2019-12-31,County,CA California,CA Butte County 06007,9,811/PRAC,9,,Butte County,06007,29,98,28,99,5,21,1.0,29,320,298,13238,12782,-1,7,68,14,11,7,-1,93,29,100,64,-1,4,32,-1,100,100,97,4,57,32,7,-1,14,-1,-1,-1,82,-1,11,4,14,0,-1,120,100,51,82,18,-1,14,25,34,34,,,,,,CA,,,California,"Butte County, California"
2019-12-31,County,CA California,CA Calaveras County 06009,9,Housing Choice Vouchers,3,,Calaveras County,06009,50,91,46,100,7,-1,1.6,73,426,645,13588,8562,2,13,52,17,15,13,7,80,24,100,80,7,11,78,13,69,80,49,-1,20,37,43,2,9,-1,-1,-1,91,-1,9,-1,9,0,-1,125,89,170,28,57,15,39,15,16,82,,,,,,CA,,,California,"Calaveras County, California"
2019-12-31,County,CA California,CA Calaveras County 06009,9,Project Based Section 8,5,,Calaveras County,06009,26,98,27,100,8,15,1.0,27,312,648,13647,13647,-1,4,70,22,4,-1,-1,100,26,100,78,-1,-1,74,-1,100,26,48,-1,11,19,70,4,15,4,4,-1,85,-1,-1,7,7,0,-1,85,74,51,100,-1,-1,-1,25,16,77,,,,,,CA,,,California,"Calaveras County, California"
2019-12-31,County,CA California,CA Colusa County 06011,9,Housing Choice Vouchers,3,,Colusa County,06011,59,100,60,100,6,15,1.6,97,391,565,14875,9201,2,14,47,22,15,20,5,73,31,95,57,5,15,77,20,50,18,21,2,23,18,57,2,43,5,2,5,57,-1,32,-1,32,2,27,50,98,107,53,35,12,20,14,65,75,,,,,,CA,,,California,"Colusa County, California"
2019-12-31,County,CA California,CA Colusa County 06011,9,Project Based Section 8,5,,Colusa County,06011,73,96,73,100,8,12,2.4,174,363,560,15558,6527,10,15,32,15,29,25,4,71,30,89,58,4,51,86,51,23,44,13,5,48,25,22,1,70,3,-1,-1,30,-1,62,5,67,0,-1,102,100,71,29,34,37,14,14,61,78,,,,,,CA,,,California,"Colusa County, California"
2019-12-31,County,CA California,CA Colusa County 06011,9,202/PRAC,8,,Colusa County,06011,29,99,30,100,6,10,1.1,32,311,371,13471,12629,-1,10,57,30,3,3,-1,97,30,100,57,-1,-1,57,-1,-1,7,6,-1,-1,-1,100,13,37,3,7,-1,60,-1,10,17,27,0,-1,62,100,47,100,-1,-1,-1,15,53,68,,,,,,CA,,,California,"Colusa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,Public Housing,2,,Contra Costa County,06013,1451,88,1126,88,7,6,1.9,2141,404,729,17142,9015,8,9,44,12,26,23,8,67,18,98,88,4,28,72,27,51,81,37,2,39,25,34,3,81,53,1,6,19,2,18,1,20,2,48,142,90,41,42,31,27,21,18,71,55,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,Housing Choice Vouchers,3,,Contra Costa County,06013,10314,84,8859,100,7,2,2.4,21010,560,1630,21026,8866,6,8,33,14,39,31,6,60,20,95,80,4,35,80,36,37,70,25,1,44,24,31,3,79,61,1,8,21,1,8,1,9,1,14,170,97,123,27,35,38,24,15,69,58,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,Project Based Section 8,5,,Contra Costa County,06013,2558,95,2470,100,6,6,1.9,4703,423,1296,17838,9369,6,10,38,15,30,28,8,61,18,98,84,4,31,75,30,17,19,11,2,39,12,47,10,69,34,0,16,22,1,6,11,18,1,-1,126,66,39,48,28,23,15,18,70,50,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,S236/BMIR,7,,Contra Costa County,06013,37,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,202/PRAC,8,,Contra Costa County,06013,745,99,733,100,7,8,1.2,879,340,569,14777,12322,4,7,51,23,17,3,1,96,17,100,95,-1,-1,68,-1,83,6,6,-1,-1,1,99,19,72,16,1,32,23,0,10,13,23,3,-1,97,100,35,100,-1,-1,-1,16,65,67,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Contra Costa County 06013,9,811/PRAC,9,,Contra Costa County,06013,90,103,92,99,6,3,1.1,105,339,587,14388,12607,-1,7,66,16,11,5,-1,95,16,100,96,-1,3,41,3,100,80,84,1,39,33,27,-1,49,32,-1,2,46,-1,10,5,15,0,-1,124,100,42,71,29,-1,21,7,51,66,,,,,,CA,,,California,"Contra Costa County, California"
2019-12-31,County,CA California,CA Del Norte County 06015,9,Housing Choice Vouchers,3,,Del Norte County,06015,590,93,563,100,5,13,2.3,1286,406,519,15546,6806,6,10,46,15,23,23,14,62,29,93,65,12,31,70,34,42,88,26,6,47,23,25,1,24,1,7,8,76,0,6,2,8,1,11,79,94,118,28,46,26,23,29,32,56,,,,,,CA,,,California,"Del Norte County, California"
2019-12-31,County,CA California,CA Del Norte County 06015,9,202/PRAC,8,,Del Norte County,06015,39,95,39,100,7,15,1.0,39,294,603,13329,13329,3,8,58,26,5,-1,-1,97,30,97,59,-1,-1,67,-1,-1,15,15,-1,-1,-1,100,15,5,-1,-1,-1,41,-1,-1,5,5,0,-1,61,-1,-1,100,-1,-1,-1,30,36,35,,,,,,CA,,,California,"Del Norte County, California"
2019-12-31,County,CA California,CA El Dorado County 06017,9,Housing Choice Vouchers,3,,El Dorado County,06017,371,84,332,100,6,9,1.9,617,422,833,16269,8754,2,4,54,18,22,15,5,78,25,96,78,5,19,70,18,66,87,42,1,34,30,35,4,18,4,2,3,82,-1,8,1,10,2,25,123,92,136,41,41,18,26,11,23,71,,,,,,CA,,,California,"El Dorado County, California"
2019-12-31,County,CA California,CA El Dorado County 06017,9,Project Based Section 8,5,,El Dorado County,06017,313,96,306,100,6,12,1.7,530,384,808,15929,9197,4,10,45,16,25,24,4,72,25,98,72,3,26,75,25,29,22,15,2,31,11,56,5,23,1,2,1,71,-1,6,13,19,1,-1,91,100,70,50,39,11,12,11,27,63,,,,,,CA,,,California,"El Dorado County, California"
2019-12-31,County,CA California,CA El Dorado County 06017,9,202/PRAC,8,,El Dorado County,06017,104,99,103,100,8,11,1.0,108,365,461,16402,15642,-1,6,49,15,31,3,-1,96,29,96,61,-1,-1,80,-1,-1,3,3,-1,-1,-1,100,10,11,1,2,1,86,-1,2,5,7,1,-1,76,100,49,100,-1,-1,-1,11,21,58,,,,,,CA,,,California,"El Dorado County, California"
2019-12-31,County,CA California,CA El Dorado County 06017,9,811/PRAC,9,,El Dorado County,06017,17,95,16,99,6,6,1.1,17,272,687,11742,11051,-1,7,73,20,-1,-1,-1,94,20,100,94,-1,6,56,6,100,100,94,-1,31,13,56,-1,13,6,6,-1,88,-1,-1,-1,0,6,-1,66,100,23,94,6,-1,6,19,25,51,,,,,,CA,,,California,"El Dorado County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,Public Housing,2,,Fresno County,06019,1085,98,1058,99,6,11,3.0,3139,366,620,15045,5071,9,22,34,12,24,33,27,38,26,92,71,14,50,81,57,10,69,10,5,60,15,20,2,93,17,0,5,7,1,68,2,71,1,25,99,97,57,19,37,44,13,40,91,58,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,Housing Choice Vouchers,3,,Fresno County,06019,12816,100,12968,100,6,10,2.7,35440,406,626,14861,5438,9,15,39,13,24,29,22,48,26,93,69,12,41,77,46,27,83,17,5,57,20,19,1,85,31,1,6,15,1,44,2,47,1,15,107,98,102,28,43,29,17,35,77,52,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,Project Based Section 8,5,,Fresno County,06019,3154,93,3041,100,6,12,2.3,6878,317,646,12692,5612,10,18,48,11,14,19,21,60,24,97,77,8,35,70,38,22,29,11,6,41,17,36,3,80,15,2,7,18,0,38,17,56,1,-1,78,86,72,46,28,26,9,42,84,49,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,S236/BMIR,7,,Fresno County,06019,146,-5,115,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,202/PRAC,8,,Fresno County,06019,279,99,279,100,7,8,1.1,296,320,306,13755,12965,1,5,65,24,6,0,-1,100,31,98,59,-1,0,80,-1,-1,5,5,-1,-1,-1,100,14,40,6,2,8,58,-1,15,10,25,1,-1,70,100,35,100,-1,-1,-1,18,46,51,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Fresno County 06019,9,811/PRAC,9,,Fresno County,06019,19,99,19,100,8,-1,1.1,21,292,587,12243,11077,5,-1,84,5,5,-1,5,95,28,95,68,-1,-1,63,-1,100,100,90,-1,-1,26,74,-1,58,11,-1,16,42,-1,26,5,32,0,-1,70,100,44,84,16,-1,5,48,90,39,,,,,,CA,,,California,"Fresno County, California"
2019-12-31,County,CA California,CA Glenn County 06021,9,Housing Choice Vouchers,3,,Glenn County,06021,81,87,67,95,5,18,1.8,122,384,572,13266,7285,6,8,55,19,13,19,6,70,27,97,69,4,18,81,22,42,66,30,-1,30,27,43,1,22,10,-1,3,78,-1,9,-1,9,1,19,84,100,96,54,39,7,13,20,44,68,,,,,,CA,,,California,"Glenn County, California"
2019-12-31,County,CA California,CA Glenn County 06021,9,Project Based Section 8,5,,Glenn County,06021,115,96,105,95,7,10,1.5,160,294,735,12692,8329,6,19,45,24,7,16,5,76,27,97,61,9,15,69,15,22,8,10,7,29,9,56,5,26,4,4,4,73,-1,10,5,14,5,-1,70,100,60,65,29,7,9,18,40,63,,,,,,CA,,,California,"Glenn County, California"
