H010001,NAME,state,county
15250,"Casey County, Kentucky",21,045
561546,"Kent County, Michigan",26,081
9419,"Howard County, Missouri",29,089
117643,"Hunterdon County, New Jersey",34,019
12007,"Walsh County, North Dakota",38,099
45910,"Pike County, Pennsylvania",42,103
20473,"Calhoun County, Texas",48,057
35721,"Bennington County, Vermont",50,003
27580,"Door County, Wisconsin",55,029
9814,"Archuleta County, Colorado",08,007
2598,"Quitman County, Georgia",13,239
143268,"Porter County, Indiana",18,127
66182,"Christian County, Kentucky",21,047
2123,"Keweenaw County, Michigan",26,083
36477,"Howell County, Missouri",29,091
329669,"Mercer County, New Jersey",34,021
26988,"Adams County, Ohio",39,001
17781,"Potter County, Pennsylvania",42,105
12783,"Callahan County, Texas",48,059
28744,"Caledonia County, Vermont",50,005
41994,"Douglas County, Wisconsin",55,031
4432,"Baca County, Colorado",08,009
14766,"Rabun County, Georgia",13,241
26789,"Posey County, Indiana",18,129
32721,"Clark County, Kentucky",21,049
10730,"Lake County, Michigan",26,085
10316,"Iron County, Missouri",29,093
729342,"Middlesex County, New Jersey",34,023
56624,"Ward County, North Dakota",38,101
143110,"Schuylkill County, Pennsylvania",42,107
331138,"Cameron County, Texas",48,061
139174,"Chittenden County, Vermont",50,007
36851,"Dunn County, Wisconsin",55,033
5072,"Bent County, Colorado",08,011
7488,"Randolph County, Georgia",13,243
13387,"Pulaski County, Indiana",18,131
22377,"Clay County, Kentucky",21,051
86035,"Lapeer County, Michigan",26,087
643170,"Jackson County, Missouri",29,095
605265,"Monmouth County, New Jersey",34,025
4984,"Wells County, North Dakota",38,103
35257,"Snyder County, Pennsylvania",42,109
11374,"Camp County, Texas",48,063
6432,"Essex County, Vermont",50,009
88037,"Eau Claire County, Wisconsin",55,035
282775,"Boulder County, Colorado",08,013
188864,"Richmond County, Georgia",13,245
31646,"Putnam County, Indiana",18,133
9571,"Clinton County, Kentucky",21,053
20899,"Leelanau County, Michigan",26,089
102054,"Jasper County, Missouri",29,097
461026,"Morris County, New Jersey",34,027
19282,"Williams County, North Dakota",38,105
76529,"Somerset County, Pennsylvania",42,111
6417,"Carson County, Texas",48,065
44816,"Franklin County, Vermont",50,011
5013,"Florence County, Wisconsin",55,037
26320,"Barbour County, Alabama",01,005
1844,"Dolores County, Colorado",08,033
2054,"Taliaferro County, Georgia",13,265
19459,"Sullivan County, Indiana",18,153
45862,"Franklin County, Kentucky",21,073
24891,"Menominee County, Michigan",26,109
13630,"Livingston County, Missouri",29,117
60086,"Chaves County, New Mexico",35,005
38210,"Champaign County, Ohio",39,021
27390,"Wyoming County, Pennsylvania",42,131
9072,"Coleman County, Texas",48,083
77701,"Albemarle County, Virginia",51,003
23947,"Juneau County, Wisconsin",55,057
19587,"Bibb County, Alabama",01,007
175300,"Douglas County, Colorado",08,035
18367,"Tattnall County, Georgia",13,267
7270,"Union County, Indiana",18,161
7494,"Fulton County, Kentucky",21,075
81416,"Midland County, Michigan",26,111
21517,"McDonald County, Missouri",29,119
24529,"Cibola County, New Mexico",35,006
140825,"Clark County, Ohio",39,023
373749,"York County, Pennsylvania",42,133
488343,"Collin County, Texas",48,085
12677,"Alleghany County, Virginia",51,005
145553,"Kenosha County, Wisconsin",55,059
50414,"Blount County, Alabama",01,009
41306,"Eagle County, Colorado",08,037
8397,"Taylor County, Georgia",13,269
8973,"Switzerland County, Indiana",18,155
7764,"Gallatin County, Kentucky",21,077
14272,"Missaukee County, Michigan",26,113
15451,"Macon County, Missouri",29,121
13768,"Colfax County, New Mexico",35,007
176512,"Clermont County, Ohio",39,025
47874,"Bristol County, Rhode Island",44,001
19541,"Colorado County, Texas",48,089
11294,"Amelia County, Virginia",51,007
19929,"Kewaunee County, Wisconsin",55,061
10203,"Bullock County, Alabama",01,011
19837,"Elbert County, Colorado",08,039
10247,"Telfair County, Georgia",13,271
133829,"Tippecanoe County, Indiana",18,157
14694,"Garrard County, Kentucky",21,079
144402,"Monroe County, Michigan",26,115
11570,"Madison County, Missouri",29,123
43863,"Curry County, New Mexico",35,009
39541,"Clinton County, Ohio",39,027
165219,"Kent County, Rhode Island",44,003
76754,"Comal County, Texas",48,091
29922,"Amherst County, Virginia",51,009
101771,"La Crosse County, Wisconsin",55,063
42835,"Coffee County, Alabama",01,031
519326,"Jefferson County, Colorado",08,059
16846,"Union County, Georgia",13,291
27137,"Wells County, Indiana",18,179
17201,"Hart County, Kentucky",21,099
9358,"Oscoda County, Michigan",26,135
19410,"New Madrid County, Missouri",29,143
18251,"Los Alamos County, New Mexico",35,028
27783,"Fayette County, Ohio",39,047
114328,"Beaufort County, South Carolina",45,013
6206,"Dallam County, Texas",48,111
13424,"Buckingham County, Virginia",51,029
157718,"Outagamie County, Wisconsin",55,087
54392,"Colbert County, Alabama",01,033
1598,"Kiowa County, Colorado",08,061
27145,"Upson County, Georgia",13,293
24974,"White County, Indiana",18,181
44007,"Henderson County, Kentucky",21,101
23070,"Otsego County, Michigan",26,137
51668,"Newton County, Missouri",29,145
24763,"Luna County, New Mexico",35,029
1046872,"Franklin County, Ohio",39,049
137209,"Berkeley County, South Carolina",45,015
2185429,"Dallas County, Texas",48,113
50574,"Campbell County, Virginia",51,031
40000,"Monroe County, Wisconsin",55,081
14010,"Conecuh County, Alabama",01,035
7480,"Kit Carson County, Colorado",08,063
60048,"Walker County, Georgia",13,295
30256,"Whitley County, Indiana",18,183
14999,"Henry County, Kentucky",21,103
229536,"Ottawa County, Michigan",26,139
19000,"Nodaway County, Missouri",29,147
73939,"McKinley County, New Mexico",35,031
41654,"Fulton County, Ohio",39,051
15024,"Calhoun County, South Carolina",45,017
12713,"Dawson County, Texas",48,115
21543,"Caroline County, Virginia",51,033
35276,"Oconto County, Wisconsin",55,083
153801,"Mohave County, Arizona",04,015
123375,"Martin County, Florida",12,085
18916,"Edgar County, Illinois",17,045
70369,"Story County, Iowa",19,169
398268,"East Baton Rouge Parish, Louisiana",22,033
15032,"Sibley County, Minnesota",27,143
9287,"Rosebud County, Montana",30,087
199565,"Buncombe County, North Carolina",37,021
4012,"Ellis County, Oklahoma",40,045
2829,"Miner County, South Dakota",46,097
18738,"Lavaca County, Texas",48,285
4083,"Clifton Forge city, Virginia",51,560
38844,"Hatillo Municipio, Puerto Rico",72,065
109821,"Calhoun County, Alabama",01,015
37002,"Fremont County, Colorado",08,043
41588,"Thomas County, Georgia",13,275
164823,"Vanderburgh County, Indiana",18,163
36263,"Graves County, Kentucky",21,083
10188,"Montmorency County, Michigan",26,119
27031,"Marion County, Missouri",29,127
169663,"Dona Ana County, New Mexico",35,013
36191,"Coshocton County, Ohio",39,031
595148,"Providence County, Rhode Island",44,007
2596,"Concho County, Texas",48,095
185295,"Arlington County, Virginia",51,013
20484,"Langlade County, Wisconsin",55,067
15789,"Choctaw County, Alabama",01,023
12981,"Gunnison County, Colorado",08,051
6466,"Treutlen County, Georgia",13,283
8306,"Warren County, Indiana",18,171
8320,"Hancock County, Kentucky",21,091
26108,"Oceana County, Michigan",26,127
13481,"Moniteau County, Missouri",29,135
810,"Harding County, New Mexico",35,021
38895,"Defiance County, Ohio",39,039
10033,"Allendale County, South Carolina",45,005
3951,"Crane County, Texas",48,103
6233,"Bland County, Virginia",51,021
41916,"Marinette County, Wisconsin",55,075
76620,"Talladega County, Alabama",01,121
153199,"Sussex County, Delaware",10,005
14972,"Idaho County, Idaho",16,049
15347,"Harrison County, Iowa",19,085
4762,"Owsley County, Kentucky",21,189
30817,"Isanti County, Minnesota",27,059
8708,"Beaverhead County, Montana",30,001
708834,"Monroe County, New York",36,055
34266,"Putnam County, Ohio",39,137
34008,"Brown County, South Dakota",46,013
3358444,"Harris County, Texas",48,201
74469,"Montgomery County, Virginia",51,121
24919,"Park County, Wyoming",56,029
12882,"Wilcox County, Alabama",01,131
466535,"Brevard County, Florida",12,009
7779,"Lemhi County, Idaho",16,059
15389,"Iowa County, Iowa",19,095
54997,"Pulaski County, Kentucky",21,199
5138,"Kittson County, Minnesota",27,069
78416,"Cascade County, Montana",30,013
220055,"Oneida County, New York",36,065
57025,"Seneca County, Ohio",39,147
9161,"Charles Mix County, South Dakota",46,023
3206,"Hemphill County, Texas",48,211
14069,"Nottoway County, Virginia",51,135
18115,"Teton County, Wyoming",56,039
1789,"Denali Borough, Alaska",02,068
53586,"Columbia County, Florida",12,023
10570,"Owyhee County, Idaho",16,073
16852,"Kossuth County, Iowa",19,109
16169,"Simpson County, Kentucky",21,213
24169,"Lyon County, Minnesota",27,083
11336,"Fergus County, Montana",30,027
93581,"Putnam County, New York",36,079
29195,"Van Wert County, Ohio",39,161
6114,"Day County, South Dakota",46,037
20186,"Houston County, Texas",48,225
28079,"Prince George County, Virginia",51,149
28807,"Aguas Buenas Municipio, Puerto Rico",72,007
4889,"Dillingham Census Area, Alaska",02,070
28980,"DeSoto County, Florida",12,027
20461,"Payette County, Idaho",16,075
36469,"Lee County, Iowa",19,111
11647,"Spencer County, Kentucky",21,215
34421,"McLeod County, Minnesota",27,085
73326,"Flathead County, Montana",30,029
2202506,"Queens County, New York",36,081
12666,"Vinton County, Ohio",39,163
4430,"Deuel County, South Dakota",46,039
28840,"Howard County, Texas",48,227
278424,"Prince William County, Virginia",51,153
26344,"Aibonito Municipio, Puerto Rico",72,009
8564,"Sitka City and Borough, Alaska",02,220
128693,"Hernando County, Florida",12,053
5029,"Calhoun County, Illinois",17,013
11518,"Montgomery County, Iowa",19,137
57879,"Acadia Parish, Louisiana",22,001
55762,"Otter Tail County, Minnesota",27,111
1977,"McCone County, Montana",30,055
51273,"Tioga County, New York",36,107
35578,"Bryan County, Oklahoma",40,013
15706,"Hughes County, South Dakota",46,065
15820,"Jones County, Texas",48,253
90952,"Stafford County, Virginia",51,179
46951,"Cayey Municipio, Puerto Rico",72,035
7018,"Wade Hampton Census Area, Alaska",02,270
110650,"Indian River County, Florida",12,061
33562,"Christian County, Illinois",17,021
15584,"Page County, Iowa",19,145
38379,"Avoyelles Parish, Louisiana",22,009
29869,"Polk County, Minnesota",27,119
92183,"Missoula County, Montana",30,063
57294,"Washington County, New York",36,115
40822,"Cherokee County, Oklahoma",40,021
2255,"Jerauld County, South Dakota",46,073
410,"Kenedy County, Texas",48,261
31038,"Warren County, Virginia",51,187
42538,"Cidra Municipio, Puerto Rico",72,041
68150,"Apache County, Arizona",04,001
40561,"Jackson County, Florida",12,063
16761,"Clark County, Illinois",17,023
9745,"Palo Alto County, Iowa",19,147
31796,"Beauregard Parish, Louisiana",22,011
10927,"Pope County, Minnesota",27,121
4382,"Musselshell County, Montana",30,065
92036,"Wayne County, New York",36,117
15112,"Choctaw County, Oklahoma",40,023
1193,"Jones County, South Dakota",46,075
821,"Kent County, Texas",48,263
49761,"Washington County, Virginia",51,191
37432,"Coamo Municipio, Puerto Rico",72,043
686,"Yakutat City and Borough, Alaska",02,282
5700,"Lafayette County, Florida",12,067
33169,"Clinton County, Illinois",17,027
8500,"Pocahontas County, Iowa",19,151
96225,"Bossier Parish, Louisiana",22,015
49975,"Rice County, Minnesota",27,131
493,"Petroleum County, Montana",30,069
39003,"Wyoming County, New York",36,121
198529,"Cleveland County, Oklahoma",40,027
10544,"Lake County, South Dakota",46,079
4417,"Kimble County, Texas",48,267
39012,"Wise County, Virginia",51,195
1833,"Culebra Municipio, Puerto Rico",72,049
11512,"Fulton County, Arkansas",05,049
14422,"Banks County, Georgia",13,011
26908,"Logan County, Illinois",17,107
1897,"Comanche County, Kansas",20,033
42601,"St. John the Baptist Parish, Louisiana",22,095
19113,"Covington County, Mississippi",28,031
10309,"Colfax County, Nebraska",31,037
43007,"Granville County, North Carolina",37,077
10747,"Okfuskee County, Oklahoma",40,107
29215,"Claiborne County, Tennessee",47,025
54691,"Nacogdoches County, Texas",48,347
19255,"Waynesboro city, Virginia",51,820
424030,"San Juan Municipio, Puerto Rico",72,127
36743,"Greene County, Arkansas",05,055
75118,"Bartow County, Georgia",13,015
139140,"McLean County, Illinois",17,113
3351,"Decatur County, Kansas",20,039
52871,"St. Mary Parish, Louisiana",22,101
8355,"Franklin County, Mississippi",28,037
11555,"Custer County, Nebraska",31,041
55610,"Halifax County, North Carolina",37,083
42902,"Osage County, Oklahoma",40,113
47230,"Coffee County, Tennessee",47,031
15302,"Nolan County, Texas",48,353
16183,"Adams County, Washington",53,001
21643,"Santa Isabel Municipio, Puerto Rico",72,133
39361,"Miller County, Arkansas",05,091
23800,"Chattooga County, Georgia",13,055
16662,"Pike County, Illinois",17,149
2627,"Hamilton County, Kansas",20,075
50484,"Hancock County, Maine",23,009
38605,"Lamar County, Mississippi",28,073
52281,"Hall County, Nebraska",31,079
680042,"Mecklenburg County, North Carolina",37,119
11277,"Washita County, Oklahoma",40,149
6624,"Hancock County, Tennessee",47,067
11982,"Reeves County, Texas",48,389
31199,"Kittitas County, Washington",53,037
28397,"Ouachita County, Arkansas",05,103
600457,"Cobb County, Georgia",13,067
144729,"Rock Island County, Illinois",17,161
12426,"Jackson County, Kansas",20,085
17053,"Piscataquis County, Maine",23,021
32521,"Lincoln County, Mississippi",28,085
757,"Hooker County, Nebraska",31,091
21205,"Northampton County, North Carolina",37,131
34509,"Clatsop County, Oregon",41,007
30591,"Henry County, Tennessee",47,079
44641,"Rusk County, Texas",48,401
20658,"Pacific County, Washington",53,049
10052,"Perry County, Arkansas",05,105
35954,"Coffee County, Georgia",13,069
251213,"St. Clair County, Illinois",17,163
18167,"Jefferson County, Kansas",20,087
34920,"Sagadahoc County, Maine",23,023
59677,"Lowndes County, Mississippi",28,087
6525,"Howard County, Nebraska",31,093
130940,"Onslow County, North Carolina",37,133
43312,"Columbia County, Oregon",41,009
20909,"Hickman County, Tennessee",47,081
10345,"Sabine County, Texas",48,403
11632,"Pend Oreille County, Washington",53,051
10894,"Scott County, Arkansas",05,127
17482,"Dodge County, Georgia",13,091
12760,"Wabash County, Illinois",17,185
34322,"Lyon County, Kansas",20,111
84730,"Cecil County, Maryland",24,015
47833,"Pearl River County, Mississippi",28,109
712,"Loup County, Nebraska",31,115
120009,"Robeson County, North Carolina",37,155
18859,"Jefferson County, Oregon",41,031
30872,"Lincoln County, Tennessee",47,103
6651,"Somervell County, Texas",48,425
161845,"Whatcom County, Washington",53,073
8209,"Searcy County, Arkansas",05,129
10254,"Dooly County, Georgia",13,093
17512,"Warren County, Illinois",17,187
27917,"McPherson County, Kansas",20,113
119177,"Charles County, Maryland",24,017
12020,"Perry County, Mississippi",28,111
533,"McPherson County, Nebraska",31,117
58812,"Sampson County, North Carolina",37,163
74716,"Josephine County, Oregon",41,033
38653,"Loudon County, Tennessee",47,105
53200,"Starr County, Texas",48,427
35267,"Whitman County, Washington",53,075
15588,"Sevier County, Arkansas",05,133
91325,"Douglas County, Georgia",13,097
16944,"Wayne County, Illinois",17,191
10721,"Marshall County, Kansas",20,117
190622,"Frederick County, Maryland",24,021
26483,"Pontotoc County, Mississippi",28,115
8069,"Merrick County, Nebraska",31,121
125644,"Rowan County, North Carolina",37,159
7367,"Lake County, Oregon",41,037
24125,"McNairy County, Tennessee",47,109
1368,"Sterling County, Texas",48,431
15127,"Barbour County, West Virginia",54,001
16893,"Sharp County, Arkansas",05,135
12096,"Early County, Georgia",13,099
14944,"White County, Illinois",17,193
4517,"Meade County, Kansas",20,119
29229,"Garrett County, Maryland",24,023
24703,"Prentiss County, Mississippi",28,117
5332,"Morrill County, Nebraska",31,123
61367,"Rutherford County, North Carolina",37,161
315541,"Lane County, Oregon",41,039
20173,"Macon County, Tennessee",47,111
1652,"Stonewall County, Texas",48,433
74689,"Berkeley County, West Virginia",54,003
15916,"Van Buren County, Arkansas",05,141
20243,"Elbert County, Georgia",13,105
59643,"Williamson County, Illinois",17,199
35352,"Montgomery County, Kansas",20,125
17849,"Kent County, Maryland",24,029
28099,"Scott County, Mississippi",28,123
5013,"Nuckolls County, Nebraska",31,129
44138,"Stokes County, North Carolina",37,169
28294,"Malheur County, Oregon",41,045
38415,"Monroe County, Tennessee",47,123
1423249,"Tarrant County, Texas",48,439
24576,"Brooke County, West Virginia",54,009
781740,"Fresno County, California",06,019
14209,"Greene County, Georgia",13,133
33012,"Clinton County, Indiana",18,023
2910,"Rawlins County, Kansas",20,153
14794,"Dukes County, Massachusetts",25,007
62117,"Washington County, Mississippi",28,151
36299,"Scotts Bluff County, Nebraska",31,157
35875,"Yadkin County, North Carolina",37,197
87681,"Adams County, Pennsylvania",42,001
51215,"Roane County, Tennessee",47,145
47194,"Van Zandt County, Texas",48,467
41045,"Jefferson County, West Virginia",54,037
24918,"Lassen County, California",06,035
10903,"Heard County, Georgia",13,149
180009,"Elkhart County, Indiana",18,039
52154,"Saline County, Kansas",20,169
632876,"Norfolk County, Massachusetts",25,021
16228,"Andrew County, Missouri",29,003
7071,"Thurston County, Nebraska",31,173
2241,"Burke County, North Dakota",38,013
588611,"Bucks County, Pennsylvania",42,017
12270,"Stewart County, Tennessee",47,161
5150,"Wheeler County, Texas",48,483
34662,"Marshall County, West Virginia",54,051
9344086,"Los Angeles County, California",06,037
118586,"Henry County, Georgia",13,151
25088,"Fayette County, Indiana",18,041
5034,"Scott County, Kansas",20,171
461098,"Plymouth County, Massachusetts",25,023
6133,"Atchison County, Missouri",29,005
4562,"Valley County, Nebraska",31,175
66890,"Burleigh County, North Dakota",38,015
167668,"Butler County, Pennsylvania",42,019
150286,"Sullivan County, Tennessee",47,163
120544,"Wichita County, Texas",48,485
61719,"Mercer County, West Virginia",54,055
115009,"Madera County, California",06,039
108372,"Houston County, Georgia",13,153
69784,"Floyd County, Indiana",18,043
446591,"Sedgwick County, Kansas",20,173
653214,"Suffolk County, Massachusetts",25,025
23920,"Audrain County, Missouri",29,007
18230,"Washington County, Nebraska",31,177
119051,"Cass County, North Dakota",38,017
144290,"Cambria County, Pennsylvania",42,021
129058,"Sumner County, Tennessee",47,165
13755,"Wilbarger County, Texas",48,487
26561,"Mineral County, West Virginia",54,057
151655,"Washington County, Arkansas",05,143
21029,"Emanuel County, Georgia",13,107
273344,"Winnebago County, Illinois",17,201
6029,"Morris County, Kansas",20,127
863910,"Montgomery County, Maryland",24,031
6475,"Sharkey County, Mississippi",28,125
15036,"Otoe County, Nebraska",31,131
69949,"Surry County, North Carolina",37,171
274246,"Marion County, Oregon",41,047
26419,"Marshall County, Tennessee",47,117
120201,"Taylor County, Texas",48,441
93459,"Cabell County, West Virginia",54,011
30519,"Amador County, California",06,005
19695,"Franklin County, Georgia",13,119
13865,"Blackford County, Indiana",18,009
16479,"Osage County, Kansas",20,139
122503,"Washington County, Maryland",24,043
24217,"Tate County, Mississippi",28,137
5480,"Polk County, Nebraska",31,143
608654,"Wake County, North Carolina",37,183
67248,"Umatilla County, Oregon",41,059
31928,"Obion County, Tennessee",47,131
791574,"Travis County, Texas",48,453
11155,"Grant County, West Virginia",54,023
937479,"Contra Costa County, California",06,013
66306,"Glynn County, Georgia",13,127
39768,"Cass County, Indiana",18,017
5858,"Phillips County, Kansas",20,147
216553,"Barnstable County, Massachusetts",25,001
25117,"Union County, Mississippi",28,145
12956,"Saline County, Nebraska",31,151
108694,"Wayne County, North Carolina",37,191
441241,"Washington County, Oregon",41,067
15856,"Polk County, Tennessee",47,139
3371,"Upton County, Texas",48,461
12594,"Hardy County, West Virginia",54,031
380786,"Monterey County, California",06,053
6963,"Lanier County, Georgia",13,173
181123,"Hamilton County, Indiana",18,057
2351,"Stanton County, Kansas",20,187
7963,"Baraga County, Michigan",26,013
81373,"Buchanan County, Missouri",29,021
1642,"Eureka County, Nevada",32,011
3676,"Foster County, North Dakota",38,031
35719,"Clinton County, Pennsylvania",42,035
103185,"Washington County, Tennessee",47,179
7274,"Yoakum County, Texas",48,501
8028,"Pendleton County, West Virginia",54,071
156184,"Tuscaloosa County, Alabama",01,125
20154,"Baker County, Florida",12,003
18229,"Jerome County, Idaho",16,053
9660,"Howard County, Iowa",19,089
29007,"Perry County, Kentucky",21,193
10955,"Jackson County, Minnesota",27,063
6943,"Blaine County, Montana",30,005
1312886,"Nassau County, New York",36,059
67916,"Ross County, Ohio",39,141
2017,"Buffalo County, South Dakota",46,017
4112,"Hartley County, Texas",48,205
13066,"New Kent County, Virginia",51,127
25845,"Sheridan County, Wyoming",56,033
18013,"Washington County, Alabama",01,129
21933,"Bradford County, Florida",12,007
31021,"Latah County, Idaho",16,057
7680,"Ida County, Iowa",19,093
13122,"Powell County, Kentucky",21,197
40338,"Kandiyohi County, Minnesota",27,067
1343,"Carter County, Montana",30,011
215628,"Niagara County, New York",36,063
75770,"Scioto County, Ohio",39,145
1763,"Campbell County, South Dakota",46,021
89950,"Hays County, Texas",48,209
12247,"Northumberland County, Virginia",51,133
37000,"Sweetwater County, Wyoming",56,037
253269,"Anchorage Municipality, Alaska",02,020
115924,"Citrus County, Florida",12,017
20030,"Minidoka County, Idaho",16,067
103000,"Johnson County, Iowa",19,103
16144,"Russell County, Kentucky",21,207
4475,"Lake of the Woods County, Minnesota",27,077
8577,"Dawson County, Montana",30,021
40685,"Orleans County, New York",36,073
533755,"Summit County, Ohio",39,153
4178,"Corson County, South Dakota",46,031
22106,"Hockley County, Texas",48,219
61350,"Pittsylvania County, Virginia",51,143
19078,"Adjuntas Municipio, Puerto Rico",72,001
13840,"Ketchikan Gateway Borough, Alaska",02,130
9339,"Franklin County, Florida",12,037
7579,"Valley County, Idaho",16,085
13720,"Madison County, Iowa",19,121
14248,"Union County, Kentucky",21,225
21815,"Mille Lacs County, Minnesota",27,095
2798,"Granite County, Montana",30,039
196326,"Saratoga County, New York",36,091
113284,"Wood County, Ohio",39,173
2592,"Faulk County, South Dakota",46,049
2139,"Jeff Davis County, Texas",48,243
20604,"Rockbridge County, Virginia",51,163
28669,"Barranquitas Municipio, Puerto Rico",72,019
1823,"Lake and Peninsula Borough, Alaska",02,164
13116,"Gilchrist County, Florida",12,041
65527,"Adams County, Illinois",17,001
30097,"Marion County, Iowa",19,125
10581,"Washington County, Kentucky",21,229
37747,"Mower County, Minnesota",27,099
9828,"Jefferson County, Montana",30,043
29841,"Schoharie County, New York",36,095
20654,"Adair County, Oklahoma",40,001
4700,"Gregory County, South Dakota",46,053
14136,"Jackson County, Texas",48,239
28818,"Russell County, Virginia",51,167
46751,"Cabo Rojo Municipio, Puerto Rico",72,023
58337,"Matanuska-Susitna Borough, Alaska",02,170
9666,"Glades County, Florida",12,043
8995,"Alexander County, Illinois",17,003
9747,"Monona County, Iowa",19,133
19739,"Wayne County, Kentucky",21,231
9004,"Murray County, Minnesota",27,101
2329,"Judith Basin County, Montana",30,045
18602,"Schuyler County, New York",36,097
5042,"Alfalfa County, Oklahoma",40,003
2147,"Haakon County, South Dakota",46,055
34667,"Jasper County, Texas",48,241
23060,"Scott County, Virginia",51,169
139466,"Caguas Municipio, Puerto Rico",72,025
8973,"Nome Census Area, Alaska",02,180
11935,"Gulf County, Florida",12,045
15219,"Bond County, Illinois",17,005
38041,"Marshall County, Iowa",19,127
13863,"Webster County, Kentucky",21,233
27219,"Nicollet County, Minnesota",27,103
25891,"Lake County, Montana",30,047
31717,"Seneca County, New York",36,099
12323,"Atoka County, Oklahoma",40,005
5372,"Hamlin County, South Dakota",46,057
236952,"Jefferson County, Texas",48,245
34562,"Shenandoah County, Virginia",51,171
35156,"Camuy Municipio, Puerto Rico",72,027
6889,"Northwest Arctic Borough, Alaska",02,188
25019,"Hardee County, Florida",12,049
4978,"Brown County, Illinois",17,009
10593,"Mitchell County, Iowa",19,131
6913,"Wolfe County, Kentucky",21,237
7257,"Norman County, Minnesota",27,107
2094,"Liberty County, Montana",30,051
1390791,"Suffolk County, New York",36,103
17925,"Beckham County, Oklahoma",40,009
3139,"Hanson County, South Dakota",46,061
38818,"Jim Wells County, Texas",48,249
15917,"Southampton County, Virginia",51,175
185071,"Carolina Municipio, Puerto Rico",72,031
6070,"Prince of Wales-Outer Ketchikan Census Area, Alaska",02,201
33488,"Hendry County, Florida",12,051
35003,"Bureau County, Illinois",17,011
7838,"Monroe County, Iowa",19,135
22842,"Woodford County, Kentucky",21,239
121167,"Olmsted County, Minnesota",27,109
18646,"Lincoln County, Montana",30,053
69141,"Sullivan County, New York",36,105
10384,"Blaine County, Oklahoma",40,011
1311,"Harding County, South Dakota",46,063
124321,"Johnson County, Texas",48,251
89841,"Spotsylvania County, Virginia",51,177
29945,"Cata�o Municipio, Puerto Rico",72,033
3416,"Skagway-Hoonah-Angoon Census Area, Alaska",02,232
86047,"Highlands County, Florida",12,055
16426,"Carroll County, Illinois",17,015
40998,"Muscatine County, Iowa",19,139
21258,"Allen Parish, Louisiana",22,003
13143,"Pennington County, Minnesota",27,113
6777,"Madison County, Montana",30,057
84546,"Tompkins County, New York",36,109
28729,"Caddo County, Oklahoma",40,015
7747,"Hutchinson County, South Dakota",46,067
11832,"Karnes County, Texas",48,255
6829,"Surry County, Virginia",51,181
16779,"Ceiba Municipio, Puerto Rico",72,037
5875,"Southeast Fairbanks Census Area, Alaska",02,240
981521,"Hillsborough County, Florida",12,057
13483,"Cass County, Illinois",17,017
14511,"O'Brien County, Iowa",19,141
75981,"Ascension Parish, Louisiana",22,005
25193,"Pine County, Minnesota",27,115
1906,"Meagher County, Montana",30,059
166455,"Ulster County, New York",36,111
85227,"Canadian County, Oklahoma",40,017
1634,"Hyde County, South Dakota",46,069
69875,"Kaufman County, Texas",48,257
9961,"Sussex County, Virginia",51,183
19946,"Comer�o Municipio, Puerto Rico",72,045
10013,"Valdez-Cordova Census Area, Alaska",02,261
16845,"Holmes County, Florida",12,059
164831,"Champaign County, Illinois",17,019
6881,"Osceola County, Iowa",19,143
23188,"Assumption Parish, Louisiana",22,007
9664,"Pipestone County, Minnesota",27,117
3821,"Mineral County, Montana",30,061
62010,"Warren County, New York",36,113
44524,"Carter County, Oklahoma",40,019
2907,"Jackson County, South Dakota",46,071
23264,"Kendall County, Texas",48,259
43779,"Tazewell County, Virginia",51,185
19749,"Ciales Municipio, Puerto Rico",72,039
6614,"Wrangell-Petersburg Census Area, Alaska",02,280
11868,"Jefferson County, Florida",12,065
14083,"Clay County, Illinois",17,025
24470,"Plymouth County, Iowa",19,149
15379,"Bienville Parish, Louisiana",22,013
493509,"Ramsey County, Minnesota",27,123
15480,"Park County, Montana",30,067
899806,"Westchester County, New York",36,119
3107,"Cimarron County, Oklahoma",40,025
5636,"Kingsbury County, South Dakota",46,077
41882,"Kerr County, Texas",48,265
16613,"Westmoreland County, Virginia",51,193
36738,"Corozal Municipio, Puerto Rico",72,047
112088,"Cochise County, Arizona",04,003
435271,"Lee County, Florida",12,071
5283124,"Cook County, Illinois",17,031
86028,"Pottawattamie County, Iowa",19,155
179030,"Calcasieu Parish, Louisiana",22,019
16315,"Redwood County, Minnesota",27,127
6347,"Pondera County, Montana",30,073
127049,"Alamance County, North Carolina",37,001
104676,"Comanche County, Oklahoma",40,031
23868,"Lincoln County, South Dakota",46,083
3356,"Kinney County, Texas",48,271
55670,"York County, Virginia",51,199
40494,"Fajardo Municipio, Puerto Rico",72,053
50404,"Gila County, Arizona",04,007
33833,"Levy County, Florida",12,075
11118,"Cumberland County, Illinois",17,035
5318,"Ringgold County, Iowa",19,159
9926,"Cameron Parish, Louisiana",22,023
9489,"Rock County, Minnesota",27,133
5777,"Powell County, Montana",30,077
10468,"Alleghany County, North Carolina",37,005
13813,"Craig County, Oklahoma",40,035
5678,"McCook County, South Dakota",46,087
4121,"Knox County, Texas",48,275
5690,"Bedford city, Virginia",51,515
21838,"Gu�nica Municipio, Puerto Rico",72,055
8520,"Greenlee County, Arizona",04,011
17032,"Madison County, Florida",12,079
16532,"De Witt County, Illinois",17,039
155392,"Scott County, Iowa",19,163
15686,"Claiborne Parish, Louisiana",22,027
191562,"St. Louis County, Minnesota",27,137
