"Location","Year","Series","Series Code","Month","Permits"
"Lake County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Lake County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Lake County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Lake County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Lake County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Lassen County",2020,"Total Units",1.0,1.0,0
"Lassen County",2020,"Total Units",1.0,2.0,0
"Lassen County",2020,"Total Units",1.0,3.0,0
"Lassen County",2020,"Total Units",1.0,4.0,0
"Lassen County",2020,"Total Units",1.0,5.0,0
"Lassen County",2020,"Total Units",1.0,6.0,0
"Lassen County",2020,"Total Units",1.0,7.0,0
"Lassen County",2020,"Total Units",1.0,8.0,0
"Lassen County",2020,"Total Units",1.0,9.0,0
"Lassen County",2020,"Total Units",1.0,10.0,0
"Lassen County",2020,"Total Units",1.0,11.0,0
"Lassen County",2020,"Total Units",1.0,12.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,1.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,2.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,3.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,4.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Lassen County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,2.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,3.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Lassen County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Lassen County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Lassen County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Lassen County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Los Angeles County",2020,"Total Units",1.0,1.0,2561.0
"Los Angeles County",2020,"Total Units",1.0,2.0,1580.0
"Los Angeles County",2020,"Total Units",1.0,3.0,2009.0
"Los Angeles County",2020,"Total Units",1.0,4.0,1361.0
"Los Angeles County",2020,"Total Units",1.0,5.0,0
"Los Angeles County",2020,"Total Units",1.0,6.0,0
"Los Angeles County",2020,"Total Units",1.0,7.0,0
"Los Angeles County",2020,"Total Units",1.0,8.0,0
"Los Angeles County",2020,"Total Units",1.0,9.0,0
"Los Angeles County",2020,"Total Units",1.0,10.0,0
"Los Angeles County",2020,"Total Units",1.0,11.0,0
"Los Angeles County",2020,"Total Units",1.0,12.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,1.0,601.0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,2.0,593.0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,3.0,471.0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,4.0,291.0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Los Angeles County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,1.0,1960.0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,2.0,987.0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,3.0,1538.0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,4.0,1070.0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Los Angeles County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,116.0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,122.0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,116.0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,68.0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Los Angeles County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,17.0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,13.0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,12.0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,21.0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Los Angeles County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,1827.0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,852.0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,1410.0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,981.0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Los Angeles County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Madera County",2020,"Total Units",1.0,1.0,107.0
"Madera County",2020,"Total Units",1.0,2.0,26.0
"Madera County",2020,"Total Units",1.0,3.0,40.0
"Madera County",2020,"Total Units",1.0,4.0,38.0
"Madera County",2020,"Total Units",1.0,5.0,0
"Madera County",2020,"Total Units",1.0,6.0,0
"Madera County",2020,"Total Units",1.0,7.0,0
"Madera County",2020,"Total Units",1.0,8.0,0
"Madera County",2020,"Total Units",1.0,9.0,0
"Madera County",2020,"Total Units",1.0,10.0,0
"Madera County",2020,"Total Units",1.0,11.0,0
"Madera County",2020,"Total Units",1.0,12.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,1.0,107.0
"Madera County",2020,"Units in Single-Family Structures",2.0,2.0,26.0
"Madera County",2020,"Units in Single-Family Structures",2.0,3.0,40.0
"Madera County",2020,"Units in Single-Family Structures",2.0,4.0,38.0
"Madera County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Madera County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,2.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,3.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Madera County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Madera County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Madera County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Madera County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Marin County",2020,"Total Units",1.0,1.0,6.0
"Marin County",2020,"Total Units",1.0,2.0,10.0
"Marin County",2020,"Total Units",1.0,3.0,8.0
"Marin County",2020,"Total Units",1.0,4.0,3.0
"Marin County",2020,"Total Units",1.0,5.0,0
"Marin County",2020,"Total Units",1.0,6.0,0
"Marin County",2020,"Total Units",1.0,7.0,0
"Marin County",2020,"Total Units",1.0,8.0,0
"Marin County",2020,"Total Units",1.0,9.0,0
"Marin County",2020,"Total Units",1.0,10.0,0
"Marin County",2020,"Total Units",1.0,11.0,0
"Marin County",2020,"Total Units",1.0,12.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,1.0,6.0
"Marin County",2020,"Units in Single-Family Structures",2.0,2.0,8.0
"Marin County",2020,"Units in Single-Family Structures",2.0,3.0,6.0
"Marin County",2020,"Units in Single-Family Structures",2.0,4.0,3.0
"Marin County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Marin County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,2.0,2.0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,3.0,2.0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Marin County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,2.0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,2.0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Marin County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Marin County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Marin County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Mariposa County",2020,"Total Units",1.0,1.0,0
"Mariposa County",2020,"Total Units",1.0,2.0,0
"Mariposa County",2020,"Total Units",1.0,3.0,0
"Mariposa County",2020,"Total Units",1.0,4.0,0
"Mariposa County",2020,"Total Units",1.0,5.0,0
"Mariposa County",2020,"Total Units",1.0,6.0,0
"Mariposa County",2020,"Total Units",1.0,7.0,0
"Mariposa County",2020,"Total Units",1.0,8.0,0
"Mariposa County",2020,"Total Units",1.0,9.0,0
"Mariposa County",2020,"Total Units",1.0,10.0,0
"Mariposa County",2020,"Total Units",1.0,11.0,0
"Mariposa County",2020,"Total Units",1.0,12.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,1.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,2.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,3.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,4.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Mariposa County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,2.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,3.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Mariposa County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Mariposa County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Mariposa County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Mariposa County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Mariposa County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
